segment,country,product,discount_band,units_sold,manufacturing_price,sale_price,gross_sales,discounts,sales,cogs,profit,date,month_number,month_name,year,net_income,total_assets,equity,liabilities,current_assets,current_liabilities,roa,roe,marge_nette,endettement,liquidite,rotation_actifs,Cluster
Government,United States of America,Velo,low,736.0,120.0,20.0,14720.0,588.8,14131.2,7360.0,6771.2,,9, September ,2013,6771.2,141312.0,28262.4,113049.6,70656.0,42393.6,0.04791666666666666,0.23958333333333331,0.47916666666666663,4.0,1.6666666666666667,0.1,0
Government,Canada,Carretera,low,2851.0,3.0,7.0,19957.0,798.28,19158.72,14255.0,4903.72,,10, October ,2013,4903.72,191587.2,38317.44,153269.76,95793.6,57476.16,0.025595238095238095,0.12797619047619047,0.25595238095238093,4.0,1.6666666666666667,0.1,1
Small Business,Germany,Carretera,low,2021.0,3.0,300.0,606300.0,24252.0,582048.0,505250.0,76798.0,,10, October ,2014,76798.0,5820480.0,1164096.0,4656384.0,2910240.0,1746144.0,0.013194444444444444,0.06597222222222222,0.13194444444444445,4.0,1.6666666666666667,0.1,1
Government,United States of America,Carretera,low,274.0,3.0,350.0,95900.0,3836.0,92064.0,71240.0,20824.0,,12, December ,2014,20824.0,920640.0,184128.0,736512.0,460320.0,276192.0,0.02261904761904762,0.1130952380952381,0.2261904761904762,4.0,1.6666666666666667,0.1,1
Midmarket,Canada,Montana,low,1967.0,5.0,15.0,29505.0,1180.2,28324.8,19670.0,8654.8,,3, March ,2014,8654.8,283248.0,56649.600000000006,226598.40000000002,141624.0,84974.4,0.030555555555555555,0.15277777777777776,0.3055555555555555,4.0,1.6666666666666667,0.09999999999999999,1
Small Business,Germany,Montana,low,1859.0,5.0,300.0,557700.0,22308.0,535392.0,464750.0,70642.0,,8, August ,2014,70642.0,5353920.0,1070784.0,4283136.0,2676960.0,1606176.0,0.013194444444444444,0.06597222222222222,0.13194444444444445,4.0,1.6666666666666667,0.1,1
Government,Canada,Montana,low,2851.0,5.0,7.0,19957.0,798.28,19158.72,14255.0,4903.72,,10, October ,2013,4903.72,191587.2,38317.44,153269.76,95793.6,57476.16,0.025595238095238095,0.12797619047619047,0.25595238095238093,4.0,1.6666666666666667,0.1,1
Small Business,Germany,Montana,low,2021.0,5.0,300.0,606300.0,24252.0,582048.0,505250.0,76798.0,,10, October ,2014,76798.0,5820480.0,1164096.0,4656384.0,2910240.0,1746144.0,0.013194444444444444,0.06597222222222222,0.13194444444444445,4.0,1.6666666666666667,0.1,1
Enterprise,Mexico,Montana,low,1138.0,5.0,125.0,142250.0,5690.0,136560.0,136560.0,11106.1,,12, December ,2014,11106.1,1365600.0,273120.0,1092480.0,682800.0,409680.0,0.00813276215582894,0.0406638107791447,0.0813276215582894,4.0,1.6666666666666667,0.1,1
Government,Canada,Paseo,low,4251.0,10.0,7.0,29757.0,1190.28,28566.72,21255.0,7311.72,,1, January ,2014,7311.72,285667.2,57133.44,228533.76,142833.6,85700.16,0.025595238095238095,0.12797619047619047,0.25595238095238093,4.0,1.6666666666666667,0.1,1
Enterprise,Germany,Paseo,low,795.0,10.0,125.0,99375.0,3975.0,95400.0,95400.0,11106.1,,3, March ,2014,11106.1,954000.0,190800.0,763200.0,477000.0,286200.0,0.011641614255765199,0.058208071278826,0.116416142557652,4.0,1.6666666666666667,0.1,1
Small Business,Germany,Paseo,low,1414.5,10.0,300.0,424350.0,16974.0,407376.0,353625.0,53751.0,,4, April ,2014,53751.0,4073760.0,814752.0,3259008.0,2036880.0,1222128.0,0.013194444444444444,0.06597222222222222,0.13194444444444445,4.0,1.6666666666666667,0.1,1
Small Business,United States of America,Paseo,low,2918.0,10.0,300.0,875400.0,35016.0,840384.0,729500.0,110884.0,,5, May ,2014,110884.0,8403840.0,1680768.0,6723072.0,4201920.0,2521152.0,0.013194444444444444,0.06597222222222222,0.13194444444444445,4.0,1.6666666666666667,0.1,1
Government,United States of America,Paseo,low,3450.0,10.0,350.0,1207500.0,48300.0,1159200.0,897000.0,262200.0,,7, July ,2014,262200.0,11592000.0,2318400.0,9273600.0,5796000.0,3477600.0,0.02261904761904762,0.1130952380952381,0.2261904761904762,4.0,1.6666666666666667,0.1,1
Enterprise,France,Paseo,low,2988.0,10.0,125.0,373500.0,14940.0,358560.0,358560.0,11106.1,,7, July ,2014,11106.1,3585600.0,717120.0,2868480.0,1792800.0,1075680.0,0.00309741744756805,0.015487087237840251,0.030974174475680502,4.0,1.6666666666666667,0.1,1
Midmarket,Canada,Paseo,low,218.0,10.0,15.0,3270.0,130.8,3139.2,2180.0,959.2,,9, September ,2014,959.2,31392.0,6278.400000000001,25113.600000000002,15696.0,9417.6,0.030555555555555558,0.15277777777777776,0.3055555555555556,4.0,1.6666666666666665,0.09999999999999999,1
Government,Canada,Paseo,low,2074.0,10.0,20.0,41480.0,1659.2,39820.8,20740.0,19080.8,,9, September ,2014,19080.8,398208.0,79641.6,318566.4,199104.0,119462.4,0.04791666666666666,0.23958333333333331,0.47916666666666663,4.0,1.6666666666666667,0.1,0
Government,United States of America,Paseo,low,1056.0,10.0,20.0,21120.0,844.8,20275.2,10560.0,9715.2,,9, September ,2014,9715.2,202752.0,40550.4,162201.6,101376.0,60825.6,0.04791666666666667,0.23958333333333334,0.4791666666666667,4.0,1.6666666666666667,0.1,0
Midmarket,United States of America,Paseo,low,671.0,10.0,15.0,10065.0,402.6,9662.4,6710.0,2952.4,,10, October ,2013,2952.4,96624.0,19324.8,77299.2,48312.0,28987.2,0.030555555555555558,0.1527777777777778,0.3055555555555556,4.0,1.6666666666666665,0.09999999999999999,1
Midmarket,Mexico,Paseo,low,1514.0,10.0,15.0,22710.0,908.4,21801.6,15140.0,6661.6,,10, October ,2013,6661.6,218016.0,43603.200000000004,174412.80000000002,109008.0,65404.799999999996,0.030555555555555558,0.15277777777777776,0.3055555555555556,4.0,1.6666666666666667,0.09999999999999999,1
Government,United States of America,Paseo,low,274.0,10.0,350.0,95900.0,3836.0,92064.0,71240.0,20824.0,,12, December ,2014,20824.0,920640.0,184128.0,736512.0,460320.0,276192.0,0.02261904761904762,0.1130952380952381,0.2261904761904762,4.0,1.6666666666666667,0.1,1
Enterprise,Mexico,Paseo,low,1138.0,10.0,125.0,142250.0,5690.0,136560.0,136560.0,11106.1,,12, December ,2014,11106.1,1365600.0,273120.0,1092480.0,682800.0,409680.0,0.00813276215582894,0.0406638107791447,0.0813276215582894,4.0,1.6666666666666667,0.1,1
Channel Partners,United States of America,Velo,low,1465.0,120.0,12.0,17580.0,703.2,16876.8,4395.0,12481.8,,3, March ,2014,12481.8,168768.0,33753.6,135014.4,84384.0,50630.4,0.07395833333333333,0.3697916666666667,0.7395833333333334,4.0,1.6666666666666665,0.09999999999999999,0
Government,Canada,Velo,low,2646.0,120.0,20.0,52920.0,2116.8,50803.2,26460.0,24343.2,,9, September ,2013,24343.2,508032.0,101606.40000000001,406425.60000000003,254016.0,152409.6,0.04791666666666667,0.23958333333333331,0.4791666666666667,4.0,1.6666666666666665,0.09999999999999999,0
Government,France,Velo,low,2177.0,120.0,350.0,761950.0,30478.0,731472.0,566020.0,165452.0,,10, October ,2014,165452.0,7314720.0,1462944.0,5851776.0,3657360.0,2194416.0,0.02261904761904762,0.1130952380952381,0.2261904761904762,4.0,1.6666666666666667,0.1,1
Channel Partners,France,VTT,low,866.0,250.0,12.0,10392.0,415.68,9976.32,2598.0,7378.32,,5, May ,2014,7378.32,99763.2,19952.64,79810.56,49881.6,29928.96,0.07395833333333333,0.3697916666666667,0.7395833333333334,4.0,1.6666666666666667,0.1,0
Government,United States of America,VTT,low,349.0,250.0,350.0,122150.0,4886.0,117264.0,90740.0,26524.0,,9, September ,2013,26524.0,1172640.0,234528.0,938112.0,586320.0,351792.0,0.02261904761904762,0.1130952380952381,0.2261904761904762,4.0,1.6666666666666667,0.1,1
Government,France,VTT,low,2177.0,250.0,350.0,761950.0,30478.0,731472.0,566020.0,165452.0,,10, October ,2014,165452.0,7314720.0,1462944.0,5851776.0,3657360.0,2194416.0,0.02261904761904762,0.1130952380952381,0.2261904761904762,4.0,1.6666666666666667,0.1,1
Midmarket,Mexico,VTT,low,1514.0,250.0,15.0,22710.0,908.4,21801.6,15140.0,6661.6,,10, October ,2013,6661.6,218016.0,43603.200000000004,174412.80000000002,109008.0,65404.799999999996,0.030555555555555558,0.15277777777777776,0.3055555555555556,4.0,1.6666666666666667,0.09999999999999999,1
Government,Mexico,Amarilla,low,1865.0,260.0,350.0,652750.0,26110.0,626640.0,484900.0,141740.0,,2, February ,2014,141740.0,6266400.0,1253280.0,5013120.0,3133200.0,1879920.0,0.02261904761904762,0.1130952380952381,0.2261904761904762,4.0,1.6666666666666667,0.1,1
Enterprise,Mexico,Amarilla,low,1074.0,260.0,125.0,134250.0,5370.0,128880.0,128880.0,11106.1,,4, April ,2014,11106.1,1288800.0,257760.0,1031040.0,644400.0,386640.0,0.008617396027312228,0.04308698013656114,0.08617396027312228,4.0,1.6666666666666667,0.1,1
Government,Germany,Amarilla,low,1907.0,260.0,350.0,667450.0,26698.0,640752.0,495820.0,144932.0,,9, September ,2014,144932.0,6407520.0,1281504.0,5126016.0,3203760.0,1922256.0,0.02261904761904762,0.1130952380952381,0.2261904761904762,4.0,1.6666666666666667,0.1,1
Midmarket,United States of America,Amarilla,low,671.0,260.0,15.0,10065.0,402.6,9662.4,6710.0,2952.4,,10, October ,2013,2952.4,96624.0,19324.8,77299.2,48312.0,28987.2,0.030555555555555558,0.1527777777777778,0.3055555555555556,4.0,1.6666666666666665,0.09999999999999999,1
Government,Canada,Amarilla,low,1778.0,260.0,350.0,622300.0,24892.0,597408.0,462280.0,135128.0,,12, December ,2013,135128.0,5974080.0,1194816.0,4779264.0,2987040.0,1792224.0,0.02261904761904762,0.1130952380952381,0.2261904761904762,4.0,1.6666666666666667,0.1,1
Government,Germany,Montana,medium,1159.0,5.0,7.0,8113.0,405.65,7707.35,5795.0,1912.35,,10, October ,2013,1912.35,77073.5,15414.7,61658.8,38536.75,23122.05,0.02481203007518797,0.12406015037593984,0.24812030075187969,4.0,1.6666666666666667,0.1,1
Government,Germany,Paseo,medium,1372.0,10.0,7.0,9604.0,480.2,9123.8,6860.0,2263.8,,1, January ,2014,2263.8,91238.0,18247.600000000002,72990.40000000001,45619.0,27371.399999999998,0.024812030075187973,0.12406015037593984,0.24812030075187974,4.0,1.6666666666666667,0.09999999999999999,1
Government,Canada,Paseo,medium,2349.0,10.0,7.0,16443.0,822.15,15620.85,11745.0,3875.85,,9, September ,2013,3875.85,156208.5,31241.7,124966.8,78104.25,46862.549999999996,0.02481203007518797,0.12406015037593984,0.24812030075187969,4.0,1.6666666666666667,0.1,1
Government,Mexico,Paseo,medium,2689.0,10.0,7.0,18823.0,941.15,17881.85,13445.0,4436.85,,10, October ,2014,4436.85,178818.5,35763.700000000004,143054.80000000002,89409.25,53645.549999999996,0.024812030075187973,0.12406015037593984,0.24812030075187974,4.0,1.6666666666666667,0.09999999999999999,1
Channel Partners,Canada,Paseo,medium,2431.0,10.0,12.0,29172.0,1458.6,27713.4,7293.0,20420.4,,12, December ,2014,20420.4,277134.0,55426.8,221707.2,138567.0,83140.2,0.0736842105263158,0.3684210526315789,0.7368421052631579,4.0,1.6666666666666667,0.1,0
Channel Partners,Canada,Velo,medium,2431.0,120.0,12.0,29172.0,1458.6,27713.4,7293.0,20420.4,,12, December ,2014,20420.4,277134.0,55426.8,221707.2,138567.0,83140.2,0.0736842105263158,0.3684210526315789,0.7368421052631579,4.0,1.6666666666666667,0.1,0
Government,Mexico,VTT,medium,2689.0,250.0,7.0,18823.0,941.15,17881.85,13445.0,4436.85,,10, October ,2014,4436.85,178818.5,35763.700000000004,143054.80000000002,89409.25,53645.549999999996,0.024812030075187973,0.12406015037593984,0.24812030075187974,4.0,1.6666666666666667,0.09999999999999999,1
Government,Mexico,Amarilla,medium,1683.0,260.0,7.0,11781.0,589.05,11191.95,8415.0,2776.95,,7, July ,2014,2776.95,111919.5,22383.9,89535.6,55959.75,33575.85,0.02481203007518797,0.12406015037593983,0.24812030075187966,4.0,1.6666666666666667,0.1,1
Channel Partners,Mexico,Amarilla,medium,1123.0,260.0,12.0,13476.0,673.8,12802.2,3369.0,9433.2,,8, August ,2014,9433.2,128022.0,25604.4,102417.6,64011.0,38406.6,0.0736842105263158,0.368421052631579,0.736842105263158,4.0,1.6666666666666667,0.1,0
Government,Germany,Amarilla,medium,1159.0,260.0,7.0,8113.0,405.65,7707.35,5795.0,1912.35,,10, October ,2013,1912.35,77073.5,15414.7,61658.8,38536.75,23122.05,0.02481203007518797,0.12406015037593984,0.24812030075187969,4.0,1.6666666666666667,0.1,1
Channel Partners,France,Carretera,medium,1865.0,3.0,12.0,22380.0,1119.0,21261.0,5595.0,15666.0,,2, February ,2014,15666.0,212610.0,42522.0,170088.0,106305.0,63783.0,0.07368421052631578,0.3684210526315789,0.7368421052631579,4.0,1.6666666666666667,0.1,0
Channel Partners,Germany,Carretera,medium,1116.0,3.0,12.0,13392.0,669.6,12722.4,3348.0,9374.4,,2, February ,2014,9374.4,127224.0,25444.800000000003,101779.20000000001,63612.0,38167.2,0.07368421052631578,0.36842105263157887,0.7368421052631579,4.0,1.6666666666666667,0.09999999999999999,0
Government,France,Carretera,medium,1563.0,3.0,20.0,31260.0,1563.0,29697.0,15630.0,14067.0,,5, May ,2014,14067.0,296970.0,59394.0,237576.0,148485.0,89091.0,0.04736842105263158,0.23684210526315788,0.47368421052631576,4.0,1.6666666666666667,0.1,0
Small Business,United States of America,Carretera,medium,991.0,3.0,300.0,297300.0,14865.0,282435.0,247750.0,34685.0,,6, June ,2014,34685.0,2824350.0,564870.0,2259480.0,1412175.0,847305.0,0.012280701754385965,0.06140350877192982,0.12280701754385964,4.0,1.6666666666666667,0.1,1
Government,Germany,Carretera,medium,1016.0,3.0,7.0,7112.0,355.6,6756.4,5080.0,1676.4,,11, November ,2013,1676.4,67564.0,13512.800000000001,54051.200000000004,33782.0,20269.2,0.024812030075187973,0.12406015037593984,0.2481203007518797,4.0,1.6666666666666665,0.09999999999999999,1
Midmarket,Mexico,Carretera,medium,2791.0,3.0,15.0,41865.0,2093.25,39771.75,27910.0,11861.75,,11, November ,2014,11861.75,397717.5,79543.5,318174.0,198858.75,119315.25,0.02982456140350877,0.14912280701754385,0.2982456140350877,4.0,1.6666666666666667,0.1,1
Government,United States of America,Carretera,medium,570.0,3.0,7.0,3990.0,199.5,3790.5,2850.0,940.5,,12, December ,2014,940.5,37905.0,7581.0,30324.0,18952.5,11371.5,0.02481203007518797,0.12406015037593984,0.24812030075187969,4.0,1.6666666666666667,0.1,1
Government,France,Carretera,medium,2487.0,3.0,7.0,17409.0,870.45,16538.55,12435.0,4103.55,,12, December ,2014,4103.55,165385.5,33077.1,132308.4,82692.75,49615.65,0.024812030075187973,0.12406015037593986,0.2481203007518797,4.0,1.6666666666666665,0.09999999999999999,1
Government,France,Montana,medium,1384.5,5.0,350.0,484575.0,24228.75,460346.25,359970.0,100376.25,,1, January ,2014,100376.25,4603462.5,920692.5,3682770.0,2301731.25,1381038.75,0.02180451127819549,0.10902255639097744,0.21804511278195488,4.0,1.6666666666666667,0.1,1
Enterprise,United States of America,Montana,medium,3627.0,5.0,125.0,453375.0,22668.75,430706.25,435240.0,11106.1,,7, July ,2014,11106.1,4307062.5,861412.5,3445650.0,2153531.25,1292118.75,0.0025785787877468692,0.012892893938734346,0.025785787877468692,4.0,1.6666666666666667,0.1,1
Government,Mexico,Montana,medium,720.0,5.0,350.0,252000.0,12600.0,239400.0,187200.0,52200.0,,9, September ,2013,52200.0,2394000.0,478800.0,1915200.0,1197000.0,718200.0,0.02180451127819549,0.10902255639097744,0.21804511278195488,4.0,1.6666666666666667,0.1,1
Channel Partners,Germany,Montana,medium,2342.0,5.0,12.0,28104.0,1405.2,26698.8,7026.0,19672.8,,11, November ,2014,19672.8,266988.0,53397.600000000006,213590.40000000002,133494.0,80096.4,0.07368421052631578,0.36842105263157887,0.7368421052631579,4.0,1.6666666666666667,0.09999999999999999,0
Small Business,Mexico,Montana,medium,1100.0,5.0,300.0,330000.0,16500.0,313500.0,275000.0,38500.0,,12, December ,2013,38500.0,3135000.0,627000.0,2508000.0,1567500.0,940500.0,0.012280701754385965,0.06140350877192982,0.12280701754385964,4.0,1.6666666666666667,0.1,1
Government,France,Paseo,medium,1303.0,10.0,20.0,26060.0,1303.0,24757.0,13030.0,11727.0,,2, February ,2014,11727.0,247570.0,49514.0,198056.0,123785.0,74271.0,0.04736842105263158,0.23684210526315788,0.47368421052631576,4.0,1.6666666666666667,0.1,0
Enterprise,United States of America,Paseo,medium,2992.0,10.0,125.0,374000.0,18700.0,355300.0,359040.0,11106.1,,3, March ,2014,11106.1,3553000.0,710600.0,2842400.0,1776500.0,1065900.0,0.003125837320574163,0.015629186602870816,0.03125837320574163,4.0,1.6666666666666667,0.1,1
Enterprise,France,Paseo,medium,2385.0,10.0,125.0,298125.0,14906.25,283218.75,286200.0,11106.1,,3, March ,2014,11106.1,2832187.5,566437.5,2265750.0,1416093.75,849656.25,0.003921385854573541,0.019606929272867703,0.039213858545735406,4.0,1.6666666666666667,0.1,1
Small Business,Mexico,Paseo,medium,1607.0,10.0,300.0,482100.0,24105.0,457995.0,401750.0,56245.0,,4, April ,2014,56245.0,4579950.0,915990.0,3663960.0,2289975.0,1373985.0,0.012280701754385965,0.06140350877192982,0.12280701754385964,4.0,1.6666666666666667,0.1,1
Government,United States of America,Paseo,medium,2327.0,10.0,7.0,16289.0,814.45,15474.55,11635.0,3839.55,,5, May ,2014,3839.55,154745.5,30949.100000000002,123796.40000000001,77372.75,46423.65,0.024812030075187973,0.12406015037593984,0.2481203007518797,4.0,1.6666666666666665,0.09999999999999999,1
Small Business,United States of America,Paseo,medium,991.0,10.0,300.0,297300.0,14865.0,282435.0,247750.0,34685.0,,6, June ,2014,34685.0,2824350.0,564870.0,2259480.0,1412175.0,847305.0,0.012280701754385965,0.06140350877192982,0.12280701754385964,4.0,1.6666666666666667,0.1,1
Government,United States of America,Paseo,medium,602.0,10.0,350.0,210700.0,10535.0,200165.0,156520.0,43645.0,,6, June ,2014,43645.0,2001650.0,400330.0,1601320.0,1000825.0,600495.0,0.02180451127819549,0.10902255639097744,0.21804511278195488,4.0,1.6666666666666667,0.1,1
Midmarket,France,Paseo,medium,2620.0,10.0,15.0,39300.0,1965.0,37335.0,26200.0,11135.0,,9, September ,2014,11135.0,373350.0,74670.0,298680.0,186675.0,112005.0,0.02982456140350877,0.14912280701754385,0.2982456140350877,4.0,1.6666666666666667,0.1,1
Government,Canada,Paseo,medium,1228.0,10.0,350.0,429800.0,21490.0,408310.0,319280.0,89030.0,,10, October ,2013,89030.0,4083100.0,816620.0,3266480.0,2041550.0,1224930.0,0.02180451127819549,0.10902255639097744,0.21804511278195488,4.0,1.6666666666666667,0.1,1
Government,Canada,Paseo,medium,1389.0,10.0,20.0,27780.0,1389.0,26391.0,13890.0,12501.0,,10, October ,2013,12501.0,263910.0,52782.0,211128.0,131955.0,79173.0,0.04736842105263158,0.23684210526315788,0.47368421052631576,4.0,1.6666666666666667,0.1,0
Enterprise,United States of America,Paseo,medium,861.0,10.0,125.0,107625.0,5381.25,102243.75,103320.0,11106.1,,10, October ,2014,11106.1,1022437.5,204487.5,817950.0,511218.75,306731.25,0.010862375450822177,0.05431187725411089,0.10862375450822177,4.0,1.6666666666666667,0.1,1
Enterprise,France,Paseo,medium,704.0,10.0,125.0,88000.0,4400.0,83600.0,84480.0,11106.1,,10, October ,2013,11106.1,836000.0,167200.0,668800.0,418000.0,250800.0,0.013284808612440191,0.06642404306220095,0.1328480861244019,4.0,1.6666666666666667,0.1,1
Government,Canada,Paseo,medium,1802.0,10.0,20.0,36040.0,1802.0,34238.0,18020.0,16218.0,,12, December ,2013,16218.0,342380.0,68476.0,273904.0,171190.0,102714.0,0.04736842105263158,0.23684210526315788,0.47368421052631576,4.0,1.6666666666666667,0.1,0
Government,United States of America,Paseo,medium,2663.0,10.0,20.0,53260.0,2663.0,50597.0,26630.0,23967.0,,12, December ,2014,23967.0,505970.0,101194.0,404776.0,252985.0,151791.0,0.04736842105263158,0.23684210526315788,0.47368421052631576,4.0,1.6666666666666667,0.1,0
Government,France,Paseo,medium,2136.0,10.0,7.0,14952.0,747.6,14204.4,10680.0,3524.4,,12, December ,2013,3524.4,142044.0,28408.800000000003,113635.20000000001,71022.0,42613.2,0.02481203007518797,0.12406015037593984,0.2481203007518797,4.0,1.6666666666666667,0.09999999999999999,1
Midmarket,Germany,Paseo,medium,2116.0,10.0,15.0,31740.0,1587.0,30153.0,21160.0,8993.0,,12, December ,2013,8993.0,301530.0,60306.0,241224.0,150765.0,90459.0,0.02982456140350877,0.14912280701754385,0.2982456140350877,4.0,1.6666666666666667,0.1,1
Midmarket,United States of America,Velo,medium,555.0,120.0,15.0,8325.0,416.25,7908.75,5550.0,2358.75,,1, January ,2014,2358.75,79087.5,15817.5,63270.0,39543.75,23726.25,0.02982456140350877,0.14912280701754385,0.2982456140350877,4.0,1.6666666666666667,0.1,1
Midmarket,Mexico,Velo,medium,2861.0,120.0,15.0,42915.0,2145.75,40769.25,28610.0,12159.25,,1, January ,2014,12159.25,407692.5,81538.5,326154.0,203846.25,122307.75,0.02982456140350877,0.14912280701754385,0.2982456140350877,4.0,1.6666666666666667,0.1,1
Enterprise,Germany,Velo,medium,807.0,120.0,125.0,100875.0,5043.75,95831.25,96840.0,11106.1,,2, February ,2014,11106.1,958312.5,191662.5,766650.0,479156.25,287493.75,0.011589225852735929,0.05794612926367965,0.1158922585273593,4.0,1.6666666666666667,0.1,1
Government,United States of America,Velo,medium,602.0,120.0,350.0,210700.0,10535.0,200165.0,156520.0,43645.0,,6, June ,2014,43645.0,2001650.0,400330.0,1601320.0,1000825.0,600495.0,0.02180451127819549,0.10902255639097744,0.21804511278195488,4.0,1.6666666666666667,0.1,1
Government,United States of America,Velo,medium,2832.0,120.0,20.0,56640.0,2832.0,53808.0,28320.0,25488.0,,8, August ,2014,25488.0,538080.0,107616.0,430464.0,269040.0,161424.0,0.04736842105263158,0.23684210526315788,0.47368421052631576,4.0,1.6666666666666667,0.1,0
Government,France,Velo,medium,1579.0,120.0,20.0,31580.0,1579.0,30001.0,15790.0,14211.0,,8, August ,2014,14211.0,300010.0,60002.0,240008.0,150005.0,90003.0,0.04736842105263158,0.23684210526315788,0.47368421052631576,4.0,1.6666666666666667,0.1,0
Enterprise,United States of America,Velo,medium,861.0,120.0,125.0,107625.0,5381.25,102243.75,103320.0,11106.1,,10, October ,2014,11106.1,1022437.5,204487.5,817950.0,511218.75,306731.25,0.010862375450822177,0.05431187725411089,0.10862375450822177,4.0,1.6666666666666667,0.1,1
Enterprise,France,Velo,medium,704.0,120.0,125.0,88000.0,4400.0,83600.0,84480.0,11106.1,,10, October ,2013,11106.1,836000.0,167200.0,668800.0,418000.0,250800.0,0.013284808612440191,0.06642404306220095,0.1328480861244019,4.0,1.6666666666666667,0.1,1
Government,France,Velo,medium,1033.0,120.0,20.0,20660.0,1033.0,19627.0,10330.0,9297.0,,12, December ,2013,9297.0,196270.0,39254.0,157016.0,98135.0,58881.0,0.04736842105263158,0.23684210526315788,0.47368421052631576,4.0,1.6666666666666667,0.1,0
Small Business,Germany,Velo,medium,1250.0,120.0,300.0,375000.0,18750.0,356250.0,312500.0,43750.0,,12, December ,2014,43750.0,3562500.0,712500.0,2850000.0,1781250.0,1068750.0,0.012280701754385965,0.06140350877192982,0.12280701754385964,4.0,1.6666666666666667,0.1,1
Government,Canada,VTT,medium,1389.0,250.0,20.0,27780.0,1389.0,26391.0,13890.0,12501.0,,10, October ,2013,12501.0,263910.0,52782.0,211128.0,131955.0,79173.0,0.04736842105263158,0.23684210526315788,0.47368421052631576,4.0,1.6666666666666667,0.1,0
Government,United States of America,VTT,medium,1265.0,250.0,20.0,25300.0,1265.0,24035.0,12650.0,11385.0,,11, November ,2013,11385.0,240350.0,48070.0,192280.0,120175.0,72105.0,0.04736842105263158,0.23684210526315788,0.47368421052631576,4.0,1.6666666666666667,0.1,0
Government,Germany,VTT,medium,2297.0,250.0,20.0,45940.0,2297.0,43643.0,22970.0,20673.0,,11, November ,2013,20673.0,436430.0,87286.0,349144.0,218215.0,130929.0,0.04736842105263158,0.23684210526315788,0.47368421052631576,4.0,1.6666666666666667,0.1,0
Government,United States of America,VTT,medium,2663.0,250.0,20.0,53260.0,2663.0,50597.0,26630.0,23967.0,,12, December ,2014,23967.0,505970.0,101194.0,404776.0,252985.0,151791.0,0.04736842105263158,0.23684210526315788,0.47368421052631576,4.0,1.6666666666666667,0.1,0
Government,United States of America,VTT,medium,570.0,250.0,7.0,3990.0,199.5,3790.5,2850.0,940.5,,12, December ,2014,940.5,37905.0,7581.0,30324.0,18952.5,11371.5,0.02481203007518797,0.12406015037593984,0.24812030075187969,4.0,1.6666666666666667,0.1,1
Government,France,VTT,medium,2487.0,250.0,7.0,17409.0,870.45,16538.55,12435.0,4103.55,,12, December ,2014,4103.55,165385.5,33077.1,132308.4,82692.75,49615.65,0.024812030075187973,0.12406015037593986,0.2481203007518797,4.0,1.6666666666666665,0.09999999999999999,1
Government,Germany,Amarilla,medium,1350.0,260.0,350.0,472500.0,23625.0,448875.0,351000.0,97875.0,,2, February ,2014,97875.0,4488750.0,897750.0,3591000.0,2244375.0,1346625.0,0.02180451127819549,0.10902255639097744,0.21804511278195488,4.0,1.6666666666666667,0.1,1
Government,Canada,Amarilla,medium,552.0,260.0,350.0,193200.0,9660.0,183540.0,143520.0,40020.0,,8, August ,2014,40020.0,1835400.0,367080.0,1468320.0,917700.0,550620.0,0.02180451127819549,0.10902255639097744,0.21804511278195488,4.0,1.6666666666666667,0.1,1
Government,Canada,Amarilla,medium,1228.0,260.0,350.0,429800.0,21490.0,408310.0,319280.0,89030.0,,10, October ,2013,89030.0,4083100.0,816620.0,3266480.0,2041550.0,1224930.0,0.02180451127819549,0.10902255639097744,0.21804511278195488,4.0,1.6666666666666667,0.1,1
Small Business,Germany,Amarilla,medium,1250.0,260.0,300.0,375000.0,18750.0,356250.0,312500.0,43750.0,,12, December ,2014,43750.0,3562500.0,712500.0,2850000.0,1781250.0,1068750.0,0.012280701754385965,0.06140350877192982,0.12280701754385964,4.0,1.6666666666666667,0.1,1
Midmarket,France,Paseo,medium,3801.0,10.0,15.0,57015.0,3420.9,53594.1,38010.0,15584.1,,4, April ,2014,15584.1,535941.0,107188.20000000001,428752.80000000005,267970.5,160782.3,0.029078014184397163,0.1453900709219858,0.29078014184397166,4.0,1.6666666666666667,0.09999999999999999,1
Government,United States of America,Carretera,medium,1117.5,3.0,20.0,22350.0,1341.0,21009.0,11175.0,9834.0,,1, January ,2014,9834.0,210090.0,42018.0,168072.0,105045.0,63027.0,0.04680851063829787,0.23404255319148937,0.46808510638297873,4.0,1.6666666666666667,0.1,0
Midmarket,Canada,Carretera,medium,2844.0,3.0,15.0,42660.0,2559.6,40100.4,28440.0,11660.4,,6, June ,2014,11660.4,401004.0,80200.8,320803.2,200502.0,120301.2,0.029078014184397163,0.1453900709219858,0.2907801418439716,4.0,1.6666666666666667,0.1,1
Channel Partners,Mexico,Carretera,medium,562.0,3.0,12.0,6744.0,404.64,6339.36,1686.0,4653.36,,9, September ,2014,4653.36,63393.6,12678.720000000001,50714.880000000005,31696.8,19018.079999999998,0.07340425531914893,0.3670212765957446,0.7340425531914894,4.0,1.6666666666666667,0.09999999999999999,0
